245,82,,,井口 慎也,Shinya Iguchi,Once in a life time,Once in a life time,RWC-MDB-P-2001-M06,2,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/02.wav
246,83,,,Jeff Manning,Jeff Manning,Doing That thing,Doing That thing,RWC-MDB-P-2001-M06,3,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/03.wav
247,84,,,井口 慎也,Shinya Iguchi,Someday,Someday,RWC-MDB-P-2001-M06,4,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/04.wav
248,85,,,Jeff Manning,Jeff Manning,Waiting for the moment,Waiting for the moment,RWC-MDB-P-2001-M06,5,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/05.wav
249,86,,,Betty,Betty,Angel Baby,Angel Baby,RWC-MDB-P-2001-M06,6,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/06.wav
250,87,,,Jeff Manning,Jeff Manning,I think of you,I think of you,RWC-MDB-P-2001-M06,7,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/07.wav
251,88,,,井口 慎也,Shinya Iguchi,Woman Like you,Woman Like you,RWC-MDB-P-2001-M06,8,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/08.wav
252,89,,,Jeff Manning,Jeff Manning,Life Is What You Make It To Be,Life Is What You Make It To Be,RWC-MDB-P-2001-M06,9,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/09.wav
253,90,,,井口 慎也,Shinya Iguchi,Don'y Say Good Bye,Don'y Say Good Bye,RWC-MDB-P-2001-M06,10,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M06/10.wav
254,91,,,Danna Burke,Danna Burke,Change Of Heart,Change Of Heart,RWC-MDB-P-2001-M07,1,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/01.wav
255,92,,,Betty,Betty,I'll be there for you,I'll be there for you,RWC-MDB-P-2001-M07,2,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/02.wav
256,93,,,Danna Burke,Danna Burke,Sweet Dreams,Sweet Dreams,RWC-MDB-P-2001-M07,3,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/03.wav
257,94,,,Betty,Betty,Life,Life,RWC-MDB-P-2001-M07,4,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/04.wav
258,95,,,Jeff Manning,Jeff Manning,Feel,Feel,RWC-MDB-P-2001-M07,5,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/05.wav
259,96,,,Betty,Betty,Weekend,Weekend,RWC-MDB-P-2001-M07,6,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/06.wav
260,97,,,Danna Burke,Danna Burke,Don't Lie To Me,Don't Lie To Me,RWC-MDB-P-2001-M07,7,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/07.wav
261,98,,,Jeff Manning,Jeff Manning,31 BLUES,31 BLUES,RWC-MDB-P-2001-M07,8,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/08.wav
262,99,,,井口 慎也,Shinya Iguchi,Once and For All,Once and For All,RWC-MDB-P-2001-M07,9,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/09.wav
263,100,,,井口 慎也,Shinya Iguchi,No Regrets,No Regrets,RWC-MDB-P-2001-M07,10,,,,,RWC/PopularMusic/RWC-MDB-P-2001-M07/10.wav
264,1,,,浅川 浩美,Hiromi Asakawa,ちょうちょう,Chou chou,RWC-MDB-R-2001-M01,1,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/01.wav
265,2,,,浅川 浩美,Hiromi Asakawa,むすんでひらいて,Musunde hiraite,RWC-MDB-R-2001-M01,2,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/02.wav
266,3,,,浅川 浩美,Hiromi Asakawa,赤い靴,Akai kutsu,RWC-MDB-R-2001-M01,3,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/03.wav
267,4,,,浅川 浩美,Hiromi Asakawa,七つの子,Nanatsu no ko,RWC-MDB-R-2001-M01,4,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/04.wav
268,5,,,浅川 浩美,Hiromi Asakawa,桃太郎,Momotaro,RWC-MDB-R-2001-M01,5,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/05.wav
269,6,,,Donna Burke,Donna Burke,ジングルベル,Jingle Bells,RWC-MDB-R-2001-M01,6,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/06.wav
270,7,,,Donna Burke,Donna Burke,メリーさんの羊,Mary Had A Little Lamb,RWC-MDB-R-2001-M01,7,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/07.wav
271,8,,,Jeff Manning,Jeff Manning,線路は続くよどこまでも,I've Been Workin' On The Railroad,RWC-MDB-R-2001-M01,8,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/08.wav
272,9,,,Jeff Manning,Jeff Manning,峠の我が家,Home on the Range,RWC-MDB-R-2001-M01,9,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/09.wav
273,10,,,Jeff Manning,Jeff Manning,アルプス一万尺,Yankee Doodle,RWC-MDB-R-2001-M01,10,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/10.wav
274,11,,,Donna Burke,Donna Burke,十人のインディアン,John Brown Had A Little Indian,RWC-MDB-R-2001-M01,11,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/11.wav
275,12,,,Jeff Manning,Jeff Manning,聖者の行進,When the saints Go Marching in,RWC-MDB-R-2001-M01,12,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/12.wav
276,13,,,Donna Burke,Donna Burke,きよしこの夜,Silent Night,RWC-MDB-R-2001-M01,13,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/13.wav
277,14,,,Donna Burke,Donna Burke,わらの中の七面鳥,Turkey in The Straw,RWC-MDB-R-2001-M01,14,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/14.wav
278,15,,,Jeff Manning,Jeff Manning,マイ ボニー,My Bonny,RWC-MDB-R-2001-M01,15,,,,,RWC/RoyaltyFreeMusic/RWC-MDB-R-2001-M01/15.wav
